ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S24,70,UTTAR PRADESH,GHOSI,11,DOODHNATH,Independent
S24,70,UTTAR PRADESH,GHOSI,12,VIJAY KUMAR,Rashtriya Krantikari Samajwadi Party
S24,70,UTTAR PRADESH,GHOSI,13,ATUL KUMAR SINGH,Communist Party of India
S24,70,UTTAR PRADESH,GHOSI,14,HARINARAYAN,Bharatiya Janata Party
S24,70,UTTAR PRADESH,GHOSI,15,HARINATH,Naitik Party
S24,70,UTTAR PRADESH,GHOSI,16,AFASHAN ANSARI,Qaumi Ekta Dal
S24,70,UTTAR PRADESH,GHOSI,17,SATISH,Independent
S24,70,UTTAR PRADESH,GHOSI,18,HESHAMUDDIN,Independent
S24,70,UTTAR PRADESH,GHOSI,19,RASHTRA KUNWAR SINGH,Indian National Congress
S24,70,UTTAR PRADESH,GHOSI,20,VISHUN DAYAL,Independent
S24,70,UTTAR PRADESH,GHOSI,21,RAJKUMAR CHAUHAN,Janvadi Party(Socialist)
S24,70,UTTAR PRADESH,GHOSI,22,SHRAWAN,Bahujan Mukti Party
S24,70,UTTAR PRADESH,GHOSI,23,HARISH CHANDRA,Rashtriya Janwadi Party (Krantikari)
S24,70,UTTAR PRADESH,GHOSI,24,BALKRISHNA,Independent
S24,70,UTTAR PRADESH,GHOSI,25,HARISHCHANDRA CHAUHAN,Bharatiya Samaj Dal
S24,70,UTTAR PRADESH,GHOSI,26,HEMANT,Bhartiya  Sarvjan Party
S24,70,UTTAR PRADESH,GHOSI,27,MUNNA LAL,Ambedkar Samaj Party
S24,70,UTTAR PRADESH,GHOSI,28,BADARI,Rashtriya Congress(J) Party
S24,70,UTTAR PRADESH,GHOSI,29,SUDINI PAWAN KUMAR,Independent
S24,70,UTTAR PRADESH,GHOSI,30,DEVNANDAN,Independent
S24,71,UTTAR PRADESH,SALEMPUR,1,OM PRAKASH RAJBHAR,Suheldev Bhartiya Samaj Party
S24,71,UTTAR PRADESH,SALEMPUR,2,SUSHANT RAJ PATHAK,Independent
S24,71,UTTAR PRADESH,SALEMPUR,3,SIYARAM DAS,Independent
S24,71,UTTAR PRADESH,SALEMPUR,4,HARIBANSH SAHAI,Samajwadi Party
S24,71,UTTAR PRADESH,SALEMPUR,5,RAM KRIPAL,Independent
S24,71,UTTAR PRADESH,SALEMPUR,6,RAVINDRA,Bharatiya Janata Party
S24,71,UTTAR PRADESH,SALEMPUR,7,ONKAR SINGH,Samajwadi Samaj Party
S24,71,UTTAR PRADESH,SALEMPUR,8,BHOLA,Indian National Congress
S24,71,UTTAR PRADESH,SALEMPUR,9,RAVI SHANKAR,Bahujan Samaj Party
S24,71,UTTAR PRADESH,SALEMPUR,10,SHRI RAM,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,71,UTTAR PRADESH,SALEMPUR,11,SANJAY,Janata Dal  (United)
S24,71,UTTAR PRADESH,SALEMPUR,12,SHYAM MANOHAR,Janvadi Party(Socialist)
S24,71,UTTAR PRADESH,SALEMPUR,13,CHANDRA PRATAP SINGH,Aam Aadmi Party
S24,71,UTTAR PRADESH,SALEMPUR,14,KAMLESH,Samyak Parivartan Party
S24,71,UTTAR PRADESH,SALEMPUR,15,SHASHI KANT,Independent
S24,71,UTTAR PRADESH,SALEMPUR,16,FIROZ,Rashtriya Ulama Council
S24,71,UTTAR PRADESH,SALEMPUR,17,PANKAJ KUMAR GAUTAM,Independent
S24,71,UTTAR PRADESH,SALEMPUR,18,PARVATI DEVI,Bharatiya Samaj Dal
S24,71,UTTAR PRADESH,SALEMPUR,19,VINAY KUMAR,Independent
S24,72,UTTAR PRADESH,BALLIA,1,AFZAL ANSARI,Qaumi Ekta Dal
S24,72,UTTAR PRADESH,BALLIA,2,BHOLANATH,Independent
S24,72,UTTAR PRADESH,BALLIA,3,MANOJ,Independent
S24,72,UTTAR PRADESH,BALLIA,4,COL(RETD) BHARAT SINGH SHAURYA CHAKRA,Aam Aadmi Party
S24,72,UTTAR PRADESH,BALLIA,5,MANNU,Naitik Party
S24,72,UTTAR PRADESH,BALLIA,6,AWADHESH VERMA,Bahujan Mukti Party
S24,72,UTTAR PRADESH,BALLIA,7,NEERAJ SHEKHAR,Samajwadi Party
S24,72,UTTAR PRADESH,BALLIA,8,VIRENDRA KUMAR,Bahujan Samaj Party
S24,72,UTTAR PRADESH,BALLIA,9,SUDHA RAI,Indian National Congress
S24,72,UTTAR PRADESH,BALLIA,10,RAM ROOP,Jai Hind Samaj Party
S24,72,UTTAR PRADESH,BALLIA,11,BHARAT,Bharatiya Janata Party
S24,72,UTTAR PRADESH,BALLIA,12,SUCHIT GOND,Gondvana Gantantra Party
S24,72,UTTAR PRADESH,BALLIA,13,DHANJI,All India Trinamool Congress
S24,72,UTTAR PRADESH,BALLIA,14,MANISH,Independent
S24,72,UTTAR PRADESH,BALLIA,15,PRAMANAND,Deshbhakt Nirman Party
S24,72,UTTAR PRADESH,BALLIA,16,NAVEEN,Independent
S24,72,UTTAR PRADESH,BALLIA,17,SURENDRA,Independent
S24,72,UTTAR PRADESH,BALLIA,18,RAJKUMAR RAJBHAR,Bharatiya Samaj Dal
S24,72,UTTAR PRADESH,BALLIA,19,SHESHNATH,Independent
S24,72,UTTAR PRADESH,BALLIA,20,RAMJI,Bharatiya Samaj Dal
S24,73,UTTAR PRADESH,JAUNPUR,1,SUBHASH,Bahujan Samaj Party
S24,73,UTTAR PRADESH,JAUNPUR,2,GULAB CHAND,Shivsena
S24,73,UTTAR PRADESH,JAUNPUR,3,RAVISHANKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S24,73,UTTAR PRADESH,JAUNPUR,4,DR. KAILASH PRAKASH,Aam Aadmi Party
S24,73,UTTAR PRADESH,JAUNPUR,5,DHANANJAY,Independent
S24,73,UTTAR PRADESH,JAUNPUR,6,PREMCHAND,Pragatisheel Manav Samaj Party
S24,73,UTTAR PRADESH,JAUNPUR,7,ANUPATI RAM YADAV,Bahujan Mukti Party
S24,73,UTTAR PRADESH,JAUNPUR,8,ARVIND,Suheldev Bhartiya Samaj Party
S24,73,UTTAR PRADESH,JAUNPUR,9,RAVI KISHAN SHUKLA,Indian National Congress
S24,73,UTTAR PRADESH,JAUNPUR,10,UMAKANT,Independent
S24,73,UTTAR PRADESH,JAUNPUR,11,RAVIKANT,Independent
S24,73,UTTAR PRADESH,JAUNPUR,12,SARFARAJ,Peace Party
S24,73,UTTAR PRADESH,JAUNPUR,13,PARASNATH,Samajwadi Party
S24,73,UTTAR PRADESH,JAUNPUR,14,SHAHABUDDIN,Rashtriya Ulama Council
S24,73,UTTAR PRADESH,JAUNPUR,15,KRISHNA PRATAP,Bharatiya Janata Party
S24,73,UTTAR PRADESH,JAUNPUR,16,JAHIR,Welfare Party Of India
S24,73,UTTAR PRADESH,JAUNPUR,17,MOHD. YUNUS,Samaj Parivartan Party
S24,73,UTTAR PRADESH,JAUNPUR,18,DEEPCHAND RAM,Independent
S24,73,UTTAR PRADESH,JAUNPUR,19,ANIL,Hum Sabki Party
S24,73,UTTAR PRADESH,JAUNPUR,20,JOGENDRA PRASAD,Independent
S24,73,UTTAR PRADESH,JAUNPUR,21,PRAMOD KUMAR,Samyak Parivartan Party
S24,73,UTTAR PRADESH,JAUNPUR,22,SAJIVAN,Independent
S24,73,UTTAR PRADESH,JAUNPUR,23,VIMAL,Independent
S24,73,UTTAR PRADESH,JAUNPUR,24,YOGISH CHANDRA DUBEY,Independent
S24,73,UTTAR PRADESH,JAUNPUR,25,RAJESH PRAJAPATI,Sarvshreshth Dal
S24,74,UTTAR PRADESH,MACHHLISHAHR,1,BHOLANATH,Bahujan Samaj Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,2,RAJ ALIAS VIRENDRA KUMAR SONKAR,Aam Aadmi Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,3,TUFANI,Samajwadi Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,4,RAM CHARITRA,Bharatiya Janata Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,5,RAJESH SONKAR,Independent
S24,74,UTTAR PRADESH,MACHHLISHAHR,6,DAYARAM,Indian National Congress
S24,74,UTTAR PRADESH,MACHHLISHAHR,7,SIKANDAR,Bahujan Mukti Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,8,HARI,Suheldev Bhartiya Samaj Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,9,TUFANI NISHAD,Indian National Congress
S24,74,UTTAR PRADESH,MACHHLISHAHR,10,ANITA,Bharatiya Janata Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,11,HARINATH,Independent
S24,74,UTTAR PRADESH,MACHHLISHAHR,12,SUBASH CHANDRA,Communist Party of India
S24,74,UTTAR PRADESH,MACHHLISHAHR,13,DR. VIJAY SONAKAR SHASTRI,Bharatiya Janata Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,14,SURESH GAUTAM,Adarsh Rashtriya Vikas Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,15,SOMARU,Bharatiya Janata Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,16,SHRAVAN KUMAR,Independent
S24,74,UTTAR PRADESH,MACHHLISHAHR,17,BANKELAL,Bharatiya Janata Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,18,LALJI,Bhartiya Shakti Chetna Party
S24,74,UTTAR PRADESH,MACHHLISHAHR,19,RAJNATH,Independent
S24,74,UTTAR PRADESH,MACHHLISHAHR,20,SOHAN,Indian National Congress
S24,74,UTTAR PRADESH,MACHHLISHAHR,21,DILIP RAI,Independent
S24,74,UTTAR PRADESH,MACHHLISHAHR,22,RAJNATH SONKAR SHASTRI,Indian National Congress
S24,74,UTTAR PRADESH,MACHHLISHAHR,23,RAJESH,Janata Dal  (United)
S24,74,UTTAR PRADESH,MACHHLISHAHR,24,OMPRAKASH URF AMBEDKAR,Independent
S24,74,UTTAR PRADESH,MACHHLISHAHR,25,HARILAL,Indian National Congress
S24,74,UTTAR PRADESH,MACHHLISHAHR,26,SHYAMSUNDAR,Indian National Congress
S24,74,UTTAR PRADESH,MACHHLISHAHR,27,BHARAT LAL,Sarvshreshth Dal
S24,74,UTTAR PRADESH,MACHHLISHAHR,28,VIJAY,Samyak Parivartan Party
S24,75,UTTAR PRADESH,GHAZIPUR,1,SATYADEV YADAV,Naitik Party
S24,75,UTTAR PRADESH,GHAZIPUR,2,SHIVKANYA KUSHWAHA,Samajwadi Party
S24,75,UTTAR PRADESH,GHAZIPUR,3,ISHWARI,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,75,UTTAR PRADESH,GHAZIPUR,4,BRIJBHUSHAN,Aam Aadmi Party
S24,75,UTTAR PRADESH,GHAZIPUR,5,MANOJ SINHA,Bharatiya Janata Party
S24,75,UTTAR PRADESH,GHAZIPUR,6,KAILASH NATH SINGH YADAV,Bahujan Samaj Party
S24,75,UTTAR PRADESH,GHAZIPUR,7,RAJENDRA NATH RAM,Bahujan Mukti Party
S24,75,UTTAR PRADESH,GHAZIPUR,8,KUBER,Independent
S24,75,UTTAR PRADESH,GHAZIPUR,9,ARUN KUMAR SINGH,Pragatisheel Manav Samaj Party
S24,75,UTTAR PRADESH,GHAZIPUR,10,DEENDAYAL,Pragatisheel Manav Samaj Party
S24,75,UTTAR PRADESH,GHAZIPUR,11,LAXMAN,Independent
S24,75,UTTAR PRADESH,GHAZIPUR,12,OMKAR CHAUHAN,Janvadi Party(Socialist)
S24,75,UTTAR PRADESH,GHAZIPUR,13,PAPPU,Eklavya Samaj Party
S24,75,UTTAR PRADESH,GHAZIPUR,14,MOHD MAQSOOD KHAN,Indian National Congress
S24,75,UTTAR PRADESH,GHAZIPUR,15,BHARAT,Janta Raj Party
S24,75,UTTAR PRADESH,GHAZIPUR,16,CHANDRADEV,Independent
S24,75,UTTAR PRADESH,GHAZIPUR,17,ASIF,Peace Party
S24,75,UTTAR PRADESH,GHAZIPUR,18,SARVADEV SINGH,Independent
S24,75,UTTAR PRADESH,GHAZIPUR,19,GUPTESHWAR,Lok Dal
S24,75,UTTAR PRADESH,GHAZIPUR,20,DHARM YADAV URF D.P.YADAV,Rashtriya Parivartan Dal
S24,75,UTTAR PRADESH,GHAZIPUR,21,ISHWAR DEV,Adarsh Rashtriya Vikas Party
S24,76,UTTAR PRADESH,CHANDAULI,1,JITENDRA,Gondvana Gantantra Party
S24,76,UTTAR PRADESH,CHANDAULI,2,SANJEEV SINGH,Suheldev Bhartiya Samaj Party
S24,76,UTTAR PRADESH,CHANDAULI,3,TARUNENDRA CHAND PATEL,Indian National Congress
S24,76,UTTAR PRADESH,CHANDAULI,4,RAM DULAR,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,76,UTTAR PRADESH,CHANDAULI,5,RAM KISHUN,Samajwadi Party
S24,76,UTTAR PRADESH,CHANDAULI,6,MRITUNJAYA PANDEY,Jan Raksha Party
S24,76,UTTAR PRADESH,CHANDAULI,7,RAJ NARAYAN,Independent
S24,76,UTTAR PRADESH,CHANDAULI,8,HIRA LAL,Bahujan Mukti Party
S24,76,UTTAR PRADESH,CHANDAULI,9,VINAI KUMAR SINGH,Indian National League
S24,76,UTTAR PRADESH,CHANDAULI,10,SHASHI SINHA,Ex-Sainik Kissan Party
S24,76,UTTAR PRADESH,CHANDAULI,11,BINDU,Independent
S24,76,UTTAR PRADESH,CHANDAULI,12,HARIDWAR SINGH YADAV,Janata Dal  (United)
S24,76,UTTAR PRADESH,CHANDAULI,13,ANIL KUMAR MAURYA,Bahujan Samaj Party
S24,76,UTTAR PRADESH,CHANDAULI,14,MAHENDRA NATH,Bharatiya Janata Party
S24,76,UTTAR PRADESH,CHANDAULI,15,NAGENDRA KUMAR PANDEY,Lok Dal
S24,76,UTTAR PRADESH,CHANDAULI,16,SUBHASH,Rashtriya Samanta Dal
S24,76,UTTAR PRADESH,CHANDAULI,17,RAJA JAISWAL,All India Trinamool Congress
S24,76,UTTAR PRADESH,CHANDAULI,18,SANJAY,Independent
S24,76,UTTAR PRADESH,CHANDAULI,19,RAMA SHANKER,Bhartiya Samajik Kranti Dal
S24,76,UTTAR PRADESH,CHANDAULI,20,GULAVAS,Independent
S24,76,UTTAR PRADESH,CHANDAULI,21,CHANCHAL,Janta Raj Party
S24,76,UTTAR PRADESH,CHANDAULI,22,SHIV LAL,Rashtriya Ambedkar Dal
S24,76,UTTAR PRADESH,CHANDAULI,23,RAJENDRA,Pragatisheel Manav Samaj Party
S24,76,UTTAR PRADESH,CHANDAULI,24,SURENDRA,Bharatiya Republican Paksha
S24,76,UTTAR PRADESH,CHANDAULI,25,DR. IRSHAD,Aam Aadmi Party
S24,77,UTTAR PRADESH,VARANASI,1,RAM LAKHAN,Jantantra Party
S24,77,UTTAR PRADESH,VARANASI,2,AJAY,Indian National Congress
S24,77,UTTAR PRADESH,VARANASI,3,INDIRA,All India Trinamool Congress
S24,77,UTTAR PRADESH,VARANASI,4,SHYAM BABU GUPTA,Gareeb Aadmi Party
S24,77,UTTAR PRADESH,VARANASI,5,LALLAN,Manavadhikar Janshakti Party
S24,77,UTTAR PRADESH,VARANASI,6,KAILASH NATH CHAURASIA,Samajwadi Party
S24,77,UTTAR PRADESH,VARANASI,7,A.K. AGGARWAL,Agar Jan Party
S24,77,UTTAR PRADESH,VARANASI,8,SATYAPRAKASH SRIVASTAVA,Independent
S24,77,UTTAR PRADESH,VARANASI,9,NARENDRA NATH DUBEY ADIG,Jan Shakti Ekta Party
S24,77,UTTAR PRADESH,VARANASI,10,PRABHAT KUMAR,Independent
S24,77,UTTAR PRADESH,VARANASI,11,FARDIEN CHAUDERY,Independent
S24,77,UTTAR PRADESH,VARANASI,12,BASEER KINNAR,Independent
S24,77,UTTAR PRADESH,VARANASI,13,MANOJ KUMAR CHAUBE,Independent
S24,77,UTTAR PRADESH,VARANASI,14,VIJAY,Bahujan Samaj Party
S24,77,UTTAR PRADESH,VARANASI,15,P.N. SRIRAMACHANDRAN,Independent
S24,77,UTTAR PRADESH,VARANASI,16,DEVI PRASAD,Moulik Adhikar Party
S24,77,UTTAR PRADESH,VARANASI,17,HIRA LAL YADAV,Communist Party of India  (Marxist)
S24,77,UTTAR PRADESH,VARANASI,18,VIJAY PANDEY,Rashtriya Samajwadi Jankranti Party
S24,77,UTTAR PRADESH,VARANASI,19,NARENDRA BAHADUR SINGH,Manav Kalyan Munch
S24,77,UTTAR PRADESH,VARANASI,20,AHMED SOHEL SIDDIQUI,Independent
S24,77,UTTAR PRADESH,VARANASI,21,HARI LAL,Rastriya Insaaf Party
S24,77,UTTAR PRADESH,VARANASI,22,MAHENDAR,Independent
S24,77,UTTAR PRADESH,VARANASI,23,SHIV VEER SINGH,Independent
S24,77,UTTAR PRADESH,VARANASI,24,RAJESH BHARTI SURYA,Rashtriya Ambedkar Dal
S24,77,UTTAR PRADESH,VARANASI,25,HEMANT KUMAR YADAV,Indian National League
S24,77,UTTAR PRADESH,VARANASI,26,RAJIV KUMAR MISHRA,Independent
S24,77,UTTAR PRADESH,VARANASI,27,AMBARISH,Gandhi Ekta Party
S24,77,UTTAR PRADESH,VARANASI,28,SANJEEV KUMAR MISHRA,Yuva Vikas Party
S24,77,UTTAR PRADESH,VARANASI,29,ABHIMANYU,Bahujan Mukti Party
S24,77,UTTAR PRADESH,VARANASI,30,AROON,Bhartiya Shakti Chetna Party
S24,77,UTTAR PRADESH,VARANASI,31,BACHCHAN PRASAD YADAV,Independent
S24,77,UTTAR PRADESH,VARANASI,32,MURARI,Pragatisheel Manav Samaj Party
S24,77,UTTAR PRADESH,VARANASI,33,ARVIND KEJRIWAL,Aam Aadmi Party
S24,77,UTTAR PRADESH,VARANASI,34,MAHESH CHANDRA SHARMA,Bharatiya Nav Kranti Party
S24,77,UTTAR PRADESH,VARANASI,35,NAGENDRA PRATAP,Samyak Parivartan Party
S24,77,UTTAR PRADESH,VARANASI,36,SANTOSH KUMAR,Rashtriya Vikas Manch Party
S24,77,UTTAR PRADESH,VARANASI,37,OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH,Sanatan Sanskriti Raksha Dal
S24,77,UTTAR PRADESH,VARANASI,38,VINOD,All India Pichhada Jan Samaj Party
S24,77,UTTAR PRADESH,VARANASI,39,USMAN,Rashtriya Apna Dal
S24,77,UTTAR PRADESH,VARANASI,40,RAVINDRA KUMAR,Independent
S24,77,UTTAR PRADESH,VARANASI,41,RAM KARAN PATEL,Shoshit Samaj Dal
S24,77,UTTAR PRADESH,VARANASI,42,SARVESH KUMAR GUPTA,Independent
S24,77,UTTAR PRADESH,VARANASI,43,LALJI RAM,Independent
S24,77,UTTAR PRADESH,VARANASI,44,GHANASHYAM,Independent
S24,77,UTTAR PRADESH,VARANASI,45,PRAKASH PRASAD,Independent
S24,77,UTTAR PRADESH,VARANASI,46,SATISH SHANKAR JAYASWAL,Independent
S24,77,UTTAR PRADESH,VARANASI,47,SANJAY VASISTH,Independent
S24,77,UTTAR PRADESH,VARANASI,48,NAVRATRI,Independent
S24,77,UTTAR PRADESH,VARANASI,49,SWAMI DR. LAKSHMINARAYANACHARYA,Independent
S24,77,UTTAR PRADESH,VARANASI,50,RAJENDRA PRASAD(GARIB DAS),Independent
S24,77,UTTAR PRADESH,VARANASI,51,RAMDHANI,Sarva Samaj Kalyan Party
S24,77,UTTAR PRADESH,VARANASI,52,RAJENDRA KANNAUJIA,Independent
S24,77,UTTAR PRADESH,VARANASI,53,RAJAN PRASAD SHARMA,Independent
S24,77,UTTAR PRADESH,VARANASI,54,GOVIND KANNAUJIA,Independent
S24,77,UTTAR PRADESH,VARANASI,55,DHURANDHAR SINGH,Independent
S24,77,UTTAR PRADESH,VARANASI,56,NARENDRA,Independent
S24,77,UTTAR PRADESH,VARANASI,57,KHAGENDRA NAATH PANDEY,Independent
S24,77,UTTAR PRADESH,VARANASI,58,NARESH RAM,Independent
S24,77,UTTAR PRADESH,VARANASI,59,MAHENDRA BHAIA DIXIT,Independent
S24,77,UTTAR PRADESH,VARANASI,60,MIRAJ KHALID NOOR,Nirmal India Party
S24,77,UTTAR PRADESH,VARANASI,61,RAM PYARE SINGH,Independent
S24,77,UTTAR PRADESH,VARANASI,62,NARENDRA MODI,Bharatiya Janata Party
S24,77,UTTAR PRADESH,VARANASI,63,TULSI SHUBRAMANIAM JOSHI,Bharatiya Janata Party
S24,77,UTTAR PRADESH,VARANASI,64,VALLU,Suheldev Bhartiya Samaj Party
S24,77,UTTAR PRADESH,VARANASI,65,SHIV HARI AGARWAL,Bharat Nirman Party
S24,77,UTTAR PRADESH,VARANASI,66,PARVEZ KADIR,Independent
S24,77,UTTAR PRADESH,VARANASI,67,BAJRANG PRASAD AGARWAL,Independent
S24,77,UTTAR PRADESH,VARANASI,68,UMESH CHANDRA GAUR,Vishva SHakti Party
S24,77,UTTAR PRADESH,VARANASI,69,JOHNSON THOMAS,Independent
S24,77,UTTAR PRADESH,VARANASI,70,IFTEKHAR QURESHI,Independent
S24,77,UTTAR PRADESH,VARANASI,71,PRAMOD KUMAR,Independent
S24,77,UTTAR PRADESH,VARANASI,72,BACHCHELAL,Lokpriya Samaj Party
S24,77,UTTAR PRADESH,VARANASI,73,OM PRAKASH MAURYA,Rashtriya Janwadi Party (Krantikari)
S24,77,UTTAR PRADESH,VARANASI,74,OM PRAKASH DUBEY,Independent
S24,77,UTTAR PRADESH,VARANASI,75,VINDHYACHAL PASWAN,Bhartiya Republican Party (Insan)
S24,77,UTTAR PRADESH,VARANASI,76,MADAN KUMAR TIWARI,Independent
S24,77,UTTAR PRADESH,VARANASI,77,AMBROSE D'MELLO,Independent
S24,77,UTTAR PRADESH,VARANASI,78,SHIV KUMAR SHAH,Independent
S24,78,UTTAR PRADESH,BHADOHI,1,AKHILESH,Nationalist Congress Party
S24,78,UTTAR PRADESH,BHADOHI,2,RAKESH DHAR TRIPATHI,Bahujan Samaj Party
S24,78,UTTAR PRADESH,BHADOHI,3,VIRENDRA SINGH,Bharatiya Janata Party
S24,78,UTTAR PRADESH,BHADOHI,4,SARTAJ IMAAM,Indian National Congress
S24,78,UTTAR PRADESH,BHADOHI,5,SEEMA MISHRA,Samajwadi Party
S24,78,UTTAR PRADESH,BHADOHI,6,AJAY KUMAR,Pragatisheel Manav Samaj Party
S24,78,UTTAR PRADESH,BHADOHI,7,TEJ BAHADUR YADAV,Janata Dal  (United)
S24,78,UTTAR PRADESH,BHADOHI,8,RAJESH KUMAR,Adarsh Manavtawadi Party
S24,78,UTTAR PRADESH,BHADOHI,9,RAM SAGAR,Qaumi Ekta Dal
S24,78,UTTAR PRADESH,BHADOHI,10,CHANDRASHEKHAR,Independent
S24,78,UTTAR PRADESH,BHADOHI,11,JAGJEEVAN RAM,Independent
S24,78,UTTAR PRADESH,BHADOHI,12,JEEVANKUMAR,Independent
S24,78,UTTAR PRADESH,BHADOHI,13,RAMSAKHA,Independent
S24,78,UTTAR PRADESH,BHADOHI,14,SANTRAJ SINGH,Independent
S24,79,UTTAR PRADESH,MIRZAPUR,1,VINEET SAHAI,All India Trinamool Congress
S24,79,UTTAR PRADESH,MIRZAPUR,2,DR. KARNAIL SINGH,Independent
S24,79,UTTAR PRADESH,MIRZAPUR,3,SURENDRA,Samajwadi Party
S24,79,UTTAR PRADESH,MIRZAPUR,4,LALITESH PATI TRIPATHI,Indian National Congress
S24,79,UTTAR PRADESH,MIRZAPUR,5,JEERA DEVI,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,79,UTTAR PRADESH,MIRZAPUR,6,BHAGWAN DAS,Bahujan Mukti Party
S24,79,UTTAR PRADESH,MIRZAPUR,7,SUKCHARA NAND,Shivsena
S24,79,UTTAR PRADESH,MIRZAPUR,8,SAMUNDRA,Bahujan Samaj Party
S24,79,UTTAR PRADESH,MIRZAPUR,9,JITTOO,Lok Dal
S24,79,UTTAR PRADESH,MIRZAPUR,10,ASHOK KUMAR,Independent
S24,79,UTTAR PRADESH,MIRZAPUR,11,ADESH TYAGI,Independent
S24,79,UTTAR PRADESH,MIRZAPUR,12,HINCHH LAL,Independent
S24,79,UTTAR PRADESH,MIRZAPUR,13,ANUPRIYA SINGH PATEL,Apna Dal
S24,79,UTTAR PRADESH,MIRZAPUR,14,RAMMURAT,Independent
S24,79,UTTAR PRADESH,MIRZAPUR,15,SHIVRAJ,Pragatisheel Manav Samaj Party
S24,79,UTTAR PRADESH,MIRZAPUR,16,GIRJASHANKAR,Independent
S24,79,UTTAR PRADESH,MIRZAPUR,17,JUHI SAHAI,All India Trinamool Congress
S24,79,UTTAR PRADESH,MIRZAPUR,18,BRIJESH KUMAR RAI,Aam Aadmi Party
S24,79,UTTAR PRADESH,MIRZAPUR,19,RADHESHYAM URF RADHESHYAM INSAN,Bhartiya Republican Party (Insan)
S24,79,UTTAR PRADESH,MIRZAPUR,20,AJAD,Gondvana Gantantra Party
S24,79,UTTAR PRADESH,MIRZAPUR,21,MO. SAGIR,Peace Party
S24,79,UTTAR PRADESH,MIRZAPUR,22,RAJARAM,Independent
S24,79,UTTAR PRADESH,MIRZAPUR,23,SANTOSH KUMAR,Samyak Parivartan Party
S24,79,UTTAR PRADESH,MIRZAPUR,24,SARVESH DUBEY,Republican Party of India (A)
S24,79,UTTAR PRADESH,MIRZAPUR,25,DEVI,Independent
S24,80,UTTAR PRADESH,ROBERTSGANJ,1,SHARDA PRASAD,Bahujan Samaj Party
S24,80,UTTAR PRADESH,ROBERTSGANJ,2,CHHOTE LAL,Bharatiya Janata Party
S24,80,UTTAR PRADESH,ROBERTSGANJ,3,SHANKAR,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,80,UTTAR PRADESH,ROBERTSGANJ,4,RAVISHANKAR KANNAUJIA,Aam Aadmi Party
S24,80,UTTAR PRADESH,ROBERTSGANJ,5,S. R. DARPURI,All India Peoples' Front (Radical)
S24,80,UTTAR PRADESH,ROBERTSGANJ,6,BHAGWATI PRASAD CHAUDHARI,Indian National Congress
S24,80,UTTAR PRADESH,ROBERTSGANJ,7,PAKAUDI LAL,Samajwadi Party
S24,80,UTTAR PRADESH,ROBERTSGANJ,8,ARUN SINGH,Independent
S24,80,UTTAR PRADESH,ROBERTSGANJ,9,ASHOK KUMAR KANNAUJIA,Communist Party of India
S24,80,UTTAR PRADESH,ROBERTSGANJ,10,LAURENCE ANTHONY,Independent
S24,80,UTTAR PRADESH,ROBERTSGANJ,11,RAMBRIKSH,Independent
S24,80,UTTAR PRADESH,ROBERTSGANJ,12,SURENDRA SWAROOP,Independent
S24,80,UTTAR PRADESH,ROBERTSGANJ,13,GUNDEVI ALIAS GYANI DEVI,Qaumi Ekta Dal
S24,80,UTTAR PRADESH,ROBERTSGANJ,14,PRATOSH KUMAR,Independent
S24,80,UTTAR PRADESH,ROBERTSGANJ,15,MANGOI RAM,Bahujan Mukti Party
S24,80,UTTAR PRADESH,ROBERTSGANJ,16,RAJKUMAR,Shoshit Sandesh Party
S25,1,WEST BENGAL,COOCH BEHAR,1,KESHAB CHANDRA RAY,Indian National Congress
S25,1,WEST BENGAL,COOCH BEHAR,2,GIRINDRA NATH BARMAN,Bahujan Samaj Party
S25,1,WEST BENGAL,COOCH BEHAR,3,DIPAK KUMAR ROY,All India Forward Bloc
S25,1,WEST BENGAL,COOCH BEHAR,4,RENUKA SINHA,All India Trinamool Congress
S25,1,WEST BENGAL,COOCH BEHAR,5,HEM CHANDRA BARMAN,Bharatiya Janata Party
S25,1,WEST BENGAL,COOCH BEHAR,6,KAMAL KRISHNA BAIRAGI,Rashtriya Janadhikar Suraksha Party
S25,1,WEST BENGAL,COOCH BEHAR,7,DALENDRA NATH RAY,Amra Bangalee
